idasso	identifiant	type	datedeclaration	lieu_declaration	cp	titre	ancien_titre	nouveau_titre	objet	nouvel_objet	additif_objet	themes	siege_social	web	email	dateparution	numparution	page_debut	page_fin
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84550	ASSOCIATION AIDE, ECOUTE, INFORMATION DU CITOYEN (A.E.I.C.). 			aider tout citoyen dans ses démarches, lui assurer une prestation de conseil en vue de traiter sa demande et  orienter si besoin son adhérent, sur la foi d'une consultation écrite préalable, auprès de tout professionnel idoine. 			10	quartier Bourgnanen, 84550 Mornas			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84820	CAPEUR DE VISAN. 			sports, loisirs, organisation de tous événements et participation à toutes manifestations, quel qu'en soit l'objet. 			11,15	route de Valréas, quartier Bas-Roussillac, 84820 Visan		capeurs.visan@free.fr	25/12/2004	20040052	5889	
			3/12/2004	Déclaration à la sous-préfecture de Carpentras. 	84110	L'ECOLE DE L'OUVÈZE. 			création, démocratie participative et formation dans tous les domaines de l'art. 			5	quartier Saint-Joseph, 84110 Séguret			25/12/2004	20040052	5889	
			3/12/2004	Déclaration à la sous-préfecture d'Apt. 	84220	LES JARDINS DE SAINT-PIERRE. 			garantir l'adhésion et l'abonnement du lotissement Saint-Pierre, situé chemin de la Barbe, à Goult (84), au canal de Provence. 			6,10	quartier Saint-Pierre, chemin de la Barbe, 84220 Goult		lminel@wanadoo.fr	25/12/2004	20040052	5889	
			22/11/2004	Déclaration à la préfecture 1de Vaucluse. 	84700		SORGUES TRIATHLON.	SORGUES TRIATHLON. 				15	11, impasse du Jas-Grangeneuve, 84700 Sorgues			25/12/2004	20040052	5889	
			22/11/2004	Déclaration à la préfecture de Vaucluse. 	84500		FUTSALLE-CLUB BOLLENOIS.	FUTSAL-CLUB BOLLENOIS. 				11,15	1, cité Louis-Febre, 84500 Bollène		abdes84@wanadoo.fr	25/12/2004	20040052	5889	
			25/11/2004	Déclaration à la sous-préfecture d'Apt. 	84120			FCPE CONSEIL LOCAL COLLEGES ET LYCEE PERTUIS. 				6,8,14	mairie, 84120 Pertuis			25/12/2004	20040052	5889	
			26/11/2004	Déclaration à la sous-préfecture d'Apt. 	84120	ARC EN SOL. 				promotion de la musique et du théâtre sous toutes ses formes, par le biais par exemple d'activités culturelles comme l'organisation de manifestations mêlant concerts, théâtre de rue..., bourses aux instruments de musique, ainsi que la dispense de cours dans ces diverses disciplines. 		5	mairie, 84120 Beaumont-de-Pertuis			25/12/2004	20040052	5889	
			01/12/2004	Déclaration à la préfecture de Vaucluse. 	84530	MAGIE DES SONS. 						11,5	42, rue Jean-Jacques-Rousseau, 30390 Aramon		asso.mds@voila.fr	25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84800	LA BOULE DE VILLEVIEILLE. 						11	café du Cours, chez Claudine, place Gambetta, 84800 L'Isle-sur-la-Sorgue			25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84912	ASSOCIATION DES PRODUCTEURS DE TOMATES ET DE TOUS FRUITS ET LEGUMES POUR L'INDUSTRIE (A.P.T.O.2). 						10,6	résidence Les Remparts 1, place Jean-Jaurès, 84260 Sarrians		apto-2@wanadoo.fr	25/12/2004	20040052	5889	
			2/12/2004	Déclaration à la préfecture de Vaucluse. 	84700	LEÏ PESCADOU DE SORGO - SECTION COMPETITION. 						15	château Gentilly, rue de la Coquille, 84700 Sorgues		sectioncompetition@pescadou-sorgo.com	25/12/2004	20040052	5889	
			15/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84190	ASSOCIATION ACOUSTIQUE MEDITERRANEE. 						99	quartier Beauregard, chemin de Cabut, 84190 Vacqueyras			25/12/2004	20040052	5890	
			19/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84210	MYTILENE ET MYKONOS. 						99	21, lotissement Jardins-d'Althen, 84210 Althen-des-Paluds			25/12/2004	20040052	5890	
			25/11/2004	Déclaration à la préfecture de Vaucluse. 	84140	FANFARE ET MAJORETTES DE LA CITE DES PAPES. 						11	807, quartier Sourdaine, 84140 Montfavet			25/12/2004	20040052	5890	
			25/11/2004	Déclaration à la sous-préfecture d'Apt. 	84120	CONSEIL LOCAL DES PARENTS D'ELEVES DU LYCEE VAL-DE-DURANCE-PERTUIS, FEDERATION DES CONSEILS DE PARENTS D'ELEVES DES ECOLES PUBLIQUES. 						6,8,14	mairie de Pertuis, 84120 Pertuis			25/12/2004	20040052	5890	
			26/11/2004	Déclaration à la préfecture de Vaucluse. 	84140	CLUB AVIGNONNAIS MODELISME BATEAUX. 						11	807, quartier Sourdaien, 84140 Montfavet			25/12/2004	20040052	5890	
			29/11/2004	Déclaration à la sous-préfecture de Carpentras. 	84200	ASSOCIATION DU CLOS DU FONTANA. 						99	156, impasse Etienne-Martelange, bâtiment A, 84200 Carpentras			25/12/2004	20040052	5890	
			29/11/2004	Déclaration à la préfecture de Vaucluse. 	84370	CHATO PRODUCTION. 						5	19, les Casers, chemin Vau-Croze, 84370 Bédarrides			25/12/2004	20040052	5890	
			17/11/2004	Déclaration à la préfecture de la Vendée. 	85000	ASSOCIATION MELTING POT. 			promouvoir la culture indo-réunionnaise, notamment à travers les prestations du groupe de musique Sammaâ Ajivâ. 			5	8 bis, rue Racine, 85000 La Roche-sur-Yon			25/12/2004	20040052	5890	
			17/11/2004	Déclaration à la préfecture de la Vendée. 	85000	AMICALE DES ANCIENS EVADES. 			maintenir le lien amical avec nos camarades vieillissants. 			11,14	34, rue de la Gîte-Pilorge, 85000 La Roche-sur-Yon			25/12/2004	20040052	5890	
			18/11/2004	Déclaration à la préfecture de la Vendée. 	85280	ASSOCIATION DE DEFENSE DES INTERETS DE MME FARCY JACQUELINE. 			défendre les intérêts de Mme Farcy (Jacqueline) auprès des tiers ; gérer les biens qu'elle confiera à la garde de l'association, au mieux de ses intérêts et selon ses indications ; l'assister et la représenter auprès de son avocat ; la soutenir moralement et matériellement ; faire toute autre chose utile à défendre sa cause. 			6,10	8, rue des Gîtes, 85280 La Ferrière		guychob@club-internet.fr	25/12/2004	20040052	5890	
			22/11/2004	Déclaration à la préfecture de la Vendée. 	85000	ZAMA. 			promouvoir la culture musicale en Vendée et aux alentours. 			5	17, rue du Bas-Poitou, appartement 5, 85000 La Roche-sur-Yon			25/12/2004	20040052	5890	
			22/11/2004	Déclaration à la préfecture de la Vendée. 	85290	BUREAU DE RECHERCHES ARCHEOLOGIQUES ET HISTORIQUES DE MORTAGNE-SUR-SEVRE (B.R.A.H.M.). 			recherche, conservation, transmission, mise en valeur du patrimoine de Mortagne-sur-Sèvre et de sa région ; toutes actions connexes ou complémentaires à la réalisation de ce but. 			6,9,10	hôtel de ville, place de la Mairie, 85290 Mortagne-sur-Sèvre			25/12/2004	20040052	5890	
			22/11/2004	Déclaration à la préfecture de la Vendée. 	85000	ORGANISME DE GESTION DE L'ECOLE DES MASTERS (O.G.E.MA). 			assurer, conformément aux dispositions législatives ou réglementaires, la gestion de l'école des masters, ainsi que la gestion de tout ce qui, de près ou de loin, directement ou indirectement, se rapporte à cet établissement. Dans le respect de la législation de l'enseignement supérieur, du protocole du conseil supérieur de l'université catholique de l'Ouest concernant l'institut catholique d'études supérieures (ICES-UCO) de La Roche-sur-Yon et des orientations de l'évêque de Luçon qui en assure la tutelle ecclésiale au nom du conseil supérieur de l'UCO, elle assume de façon autonome ses obligations d'ordre administratif, matériel, financier en liaison avec le directeur de l'ICES-UCO, compte tenu des responsabilités inhérentes à la fonction de ce dernier. 			10	ICES, 17, boulevard des Belges, 85000 La Roche-sur-Yon			25/12/2004	20040052	5890	
			23/11/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85210	HISTOIRE ET PATRIMOINE DU CANTON DE SAINTE-HERMINE. 			être une force d'action et de réflexion, pour la connaissance et la sauvegarde de l'histoire et du patrimoine du canton de Sainte-Hermine. 			5	6, rue du Temple, 85210 Sainte-Hermine			25/12/2004	20040052	5890	
			25/11/2004	Déclaration à la préfecture de la Vendée. 	85500	TEMPASSE. 			organiser et promouvoir des spectacles ainsi que des animations fixes et déambulatoires, à travers différents thèmes (médiéval, Halloween, Noël, etc.). 			5	Le Poteau, 85500 Les Herbiers			25/12/2004	20040052	5890	
			25/11/2004	Déclaration à la préfecture de la Vendée. 	85190	ELECTRON. 			création d'un tremplin musical. 			5	5, allée Roland-Garros, 85190 Venansault		electron01@hotmail.com	25/12/2004	20040052	5890	
			25/11/2004	Déclaration à la préfecture de la Vendée. 	85017	CAFE LITTERAIRE DE LA ROCHE-SUR-YON. 			création de textes littéraires. 			5	institut catholique d'études supérieures, 17, boulevard des Belges, B.P. 691, 85017 La Roche-sur-Yon Cedex		cafelitteraire.bardesartistes@voila.fr	25/12/2004	20040052	5890	
			26/11/2004	Déclaration à la sous-préfecture des Sables-d'Olonne. 	85670	MIDI AUTO-CLUB. 			faire rouler des voitures radiocommandées sur un terrain approprié et organiser des rencontres entre clubs. 			11	3, allée des Noisetiers, 85670 Saint-Christophe-du-Ligneron			25/12/2004	20040052	5890	
			29/11/2004	Déclaration à la sous-préfecture des Sables-d'Olonne. 	85340	GYM DES DYNAMIQUES. 			gymnastique, étirements, assouplissements, musculation. 			11,15	27, rue des Paludiers, 85340 Olonne-sur-Mer			25/12/2004	20040052	5890	
			30/11/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85120	TROIS JOURS AUTOUR DU COEUR. 			organisation de festivités les 2, 3 et 4 juillet 2005 afin de mettre à l'honneur le passage de la Grande Boucle au pays de La Châtaignerie (départ de la 3e étape du Tour de France 2005 le lundi 4 juillet 2005 à La Châtaignerie). 			11	maison de pays, rond-point Les Sources de la Vendée, B.P. 5, 85120 La Tardière			25/12/2004	20040052	5890	
			30/11/2004	Déclaration à la préfecture de la Vendée. 	85310	DU CIRQUE ET DU SON. 			organisation de soirées destinées à promouvoir les musiques alternatives et les arts de rue. 			11,5	route de Nesmy, 85310 Chaillé-sous-les-Ormeaux			25/12/2004	20040052	5890	
			30/11/2004	Déclaration à la préfecture de la Vendée. 	85000	TENNIS ENTENTE GENDARMERIE. 			Adhésion championnat corporatif de tennis. 			15	27, rue Chanzy, 85000 La Roche-sur-Yon			25/12/2004	20040052	5891	
			01/12/2004	Déclaration à la préfecture de la Vendée. 	85000	ASSOCIATION POUR L'INSERTION ET LE RETOUR A L'EMPLOI (ASPIRE). 			favoriser, développer et promouvoir l'insertion professionnelle de personnes sans emploi. 			14	2, rue du Pont, 85000 La Roche-sur-Yon			25/12/2004	20040052	5891	
			01/12/2004	Déclaration à la préfecture de la Vendée. 	85140	ASSOCIATION ADMR ASSISTANCE VENDEE. 			aider à tous les moments de leur existence toute famille ou personne habitant en Vendée où elle exerce son action ; pour ce faire, elle assure la responsabilité matérielle et morale de la marche d'une ou plusieurs branches d'activité pouvant concourir à la réalisation de cet objectif. 			10,14	bureaux Scétauroute n° 3, Z.I. la Belle-Entrée, 85140 Les Essarts			25/12/2004	20040052	5891	
			2/12/2004	Déclaration à la sous-préfecture des Sables-d'Olonne. 	85150	EX PROFESSO. 			promotion, organisation, accompagnement de projets sportifs, sociétaux ou culturels. 			10,5,15	401, La Paterre, 85150 Landeronde			25/12/2004	20040052	5891	
			22/11/2004	Déclaration à la préfecture de la Vendée. 	85250		ESCRIME CHOLETAIS.	MAUGES BOCAGE ESCRIME (M.B.E.). 				15	9, rue de la Maquignerie, 85250 Vendrennes			25/12/2004	20040052	5891	
			22/11/2004	Déclaration à la préfecture de la Vendée. 	85130	LES BROCHU DE FRANCE (A.B.F.). 				favoriser les rencontres et les échanges entre les « Brochu de France » et les « Brochu d'Amérique ». 		5	15, La Croix-Blanche, 85140 Les Essarts			25/12/2004	20040052	5891	
			23/11/2004	Déclaration à la préfecture de la Vendée. 	85000	LA MANECANTERIE DES PETITS CHANTEURS EN PAYS YONNAIS ET LA MAITRISE DU BON PASTEUR. 						11	11, rue des Gentianes, 85000 Mouilleron-le-Captif			25/12/2004	20040052	5891	
			24/11/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85240	PAS DE PNEUS DANS MON EAU ! 						9,10	9, chemin du Chêne-Tord, 85200 Mervent			25/12/2004	20040052	5891	
			29/11/2004	Déclaration à la préfecture de la Vendée. 	85000	SOLIDARITE TECHNIQUE. 						10,14	22, impasse Ampère, 85000 La Roche-sur-Yon			25/12/2004	20040052	5891	
			30/11/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85700		ASSOCIATION DE PARENTS D'ELEVES DES ECOLES LIBRES DE REAUMUR.	ASSOCIATION DE PARENTS D'ELEVES DE L'ENSEIGNEMENT LIBRE (A.P.E.L.). 				6,8,14	salle Jeanne-d'Arc, 85700 Réaumur			25/12/2004	20040052	5891	
			30/11/2004	Déclaration à la sous-préfecture de Fontenay-le-Comte. 	85200		CLUB YOGA ET VIE DU DISTRICT DE FONTENAY-LE-COMTE.	CLUB YOGA ET VIE DE LA COMMUNAUTE DE COMMUNES DE FONTENAY-LE-COMTE. 		initier les adhérents au hatha yoga, une discipline à la fois physique et mentale. 		11	salle omnisports, 85200 Fontenay-le-Comte			25/12/2004	20040052	5891	
			30/11/2004	Déclaration à la sous-préfecture des Sables-d'Olonne. 	85270	GROUPEMENT DES SOCIETES DE BOULES EN BOIS - ZONE OUEST DE LA VENDEE. 						11	4, rue du Petit-Fief, 85340 L'Ile-d'Olonne			25/12/2004	20040052	5891	
			30/11/2004	Déclaration à la préfecture de la Vendée. 	85013	GROUPEMENT D'EMPLOYEURS VENDEENS DE REMPLACEMENT AGRICOLE (G.E.V.R.A.). 				mettre à la disposition de ses membres adhérents des salariés agricoles en cas d'absence temporaire liée à l'exercice d'un mandat syndical. 		7,14	maison de l'agriculture, boulevard Réaumur, 85013 La Roche-sur-Yon Cedex			25/12/2004	20040052	5891	
			30/11/2004	Déclaration à la préfecture de la Vendée. 	85004		COMITE DEPARTEMENTAL DE VENDEE DE LA FEDERATION FRANÇAISE DES SPORTS SOUS-MARINS.	FEDERATION FRANÇAISE D'ETUDES ET DE SPORTS SOUS-MARINS VENDEE-CODEP VENDEE. 				15	32, avenue du Fief-Monsieur, 85100 Les Sables-d'Olonne	www.cd85-plongee.fr.st	cd85.plongee@wanadoo.fr	25/12/2004	20040052	5891	
			01/12/2004	Déclaration à la préfecture de la Vendée. 	85000	VENDEENNE ESSOR. 				offrir aux adultes des activités sportives, des activités de détente et de bien-être, ainsi que des activités d'entretien ; l'association est affiliée à la Fédération sportive et culturelle de France (F.S.C.F.). 		11,15	111, cité des Forges (9e étage), 8, impasse des Myosotis, 85000 La Roche-sur-Yon			25/12/2004	20040052	5891	
			01/12/2004	Déclaration à la préfecture de la Vendée. 	85140		CONSEIL LOCAL DES PARENTS D'ELEVES DES ECOLES GASTON-CHAISSAC DES ESSARTS.	C'EST POUR EUX - ASSOCIATION DES PARENTS D'ELEVES DES ECOLES GASTON-CHAISSAC DES ESSARTS. 				6,8,14	l'Ansonnière, 85140 Les Essarts			25/12/2004	20040052	5891	
			01/12/2004	Déclaration à la préfecture de la Vendée. 	85607		GROUPEMENT INTERCANTONAL DE DEFENSE CONTRE LES ENNEMIS DES CULTURES DES CANTONS DE MONTAIGU ET ROCHESERVIERE.	GROUPEMENT INTERCANTONAL DE DEFENSE CONTRE LES ORGANISMES NUISIBLES DES CANTONS DE MONTAIGU ET ROCHESERVIERE. 		lutte contre les ennemis animaux et végétaux des cultures ; lutte contre les plantes envahissantes en milieux aquatiques. 		6,9	hôtel du district de l'intercommunalité, 35, avenue Villebois-Mareuil, 85607 Montaigu Cedex			25/12/2004	20040052	5891	
			2/12/2004	Déclaration à la sous-préfecture des Sables-d'Olonne. 	85150	ASSOCIATION INTERMEDIAIRE CONTACT. 				aide aux demandeurs d'emploi en difficulté d'insertion sociale et professionnelle en mettant à leur disposition différents moyens d'information ; en les aidant dans la constitution de leur dossier et en facilitant les contacts avec d'éventuels employeurs ; embauche de personnes dépourvues d'emploi, pour les mettre à disposition d'utilisateurs dans le cadre de la loi n° 87-39 du 27 janvier 1987. 		14	77, avenue Georges-Clemenceau, 85150 La Mothe-Achard		contact.emploi@wanadoo.fr	25/12/2004	20040052	5891	
			18/12/2004	Déclaration à la préfecture de la Vendée. 	85004	COMITE DEPARTEMENTAL DE CHAR A VOILE DE LA VENDEE. 				organiser, promouvoir, encourager, développer, animer, enseigner, encadrer, gérer et contrôler le sport char à voile sous toutes ses formes, dans les limites de son territoire défini à l'article 2 des présents statuts et des délégations transmises par l'article 7 des statuts de la Fédération française de char à voile. 		15	maison des sports, 202, boulevard Aristide-Briand, B.P. 167, 85004 La Roche-sur-Yon Cedex			25/12/2004	20040052	5892	
